course_name,instructor,course url,course description,reviews_avg,reviews_count,course_duration,lectures_count,level,course_flag,students_count,,,,
How to Install a Free SSL Certificate using Let's Encrypt,YouAccel Training,https://www.udemy.com/course/fix-googles-new-not-secure-warning-with-lets-encrypt/,Learn to Secure website traffic using HTTPS by installing a FREE Let's Encrypt SSL Certificate!,Rating: 4.5 out of 5,1009 reviews,1 total hour,20 lectures,Beginner,,"127,248 students",,,,
"Architect Android apps with MVP, Dagger, Retrofit & RxJava","Rene Gens, TetraNoodle Team, Manuj Aggarwal",https://www.udemy.com/course/architect-android-apps-with-mvp-pattern-rxjava-dagger-retrofit-junit/,Learn software architecture skills. Build apps with Model-View-Presenter pattern. Make apps more robust and fun.,Rating: 4.0 out of 5,1008 reviews,5.5 total hours,49 lectures,All Levels,,"3,853 students",,,,
Understanding HTML and CSS,Anthony Alicea,https://www.udemy.com/course/understanding-html-and-css/,"Deeply understand Semantic HTML5, CSS3, Flexbox, Grid, learn to read the specifications, and more.",Rating: 4.8 out of 5,1007 reviews,14.5 total hours,207 lectures,All Levels,,"6,338 students",,,,
Learn BERT - most powerful NLP algorithm by Google,"Martin Jocqueviel, Ligency I Team, Ligency Team",https://www.udemy.com/course/bert-nlp-algorithm/,Understand and apply Google's game-changing NLP algorithm to real-world tasks. Build 2 NLP applications.,Rating: 3.9 out of 5,1005 reviews,5.5 total hours,37 lectures,All Levels,,"6,221 students",,,,
Machine Learning for Absolute Beginners - Level 1,Idan Gabrieli,https://www.udemy.com/course/machine-learning-for-absolute-beginners-level-1/,Learn the Fundamental Concepts of Artificial Intelligence and Machine Learning as the Next Game-Changing Technology,Rating: 4.5 out of 5,1004 reviews,2 total hours,25 lectures,Beginner,,"23,735 students",,,,
"MERN Stack Course 2022 -  MongoDB, Express, React and NodeJS",John Smilga,https://www.udemy.com/course/mern-stack-course-mongodb-express-react-and-nodejs/,"Build Full Stack Application from Scratch with MongoDB, Express, React and NodeJS",Rating: 4.7 out of 5,1003 reviews,19.5 total hours,209 lectures,Intermediate,,"7,970 students",,,,
The Art of Doing: Code 40 Challenging Python Programs Today!,Michael Eramo,https://www.udemy.com/course/the-art-of-doing/,Computer Science Through Python Application.  Learn by doing.,Rating: 4.8 out of 5,1002 reviews,28.5 total hours,157 lectures,Beginner,,"74,756 students",,,,
"DevOps with AWS CodePipeline, Jenkins and AWS CodeDeploy","TetraNoodle Team, Manuj Aggarwal",https://www.udemy.com/course/ci-and-cd-with-aws-codepipeline-jenkins-and-aws-codedeploy/,Learn DevOps skills with rising demand. Continuous integration and continuous delivery in the AWS cloud,Rating: 4.5 out of 5,999 reviews,3 total hours,33 lectures,All Levels,,"6,983 students",,,,
Enterprise OAuth 2.0 and OpenID Connect,Viraj Shetty,https://www.udemy.com/course/enterprise-oauth-for-developers/,Master OAuth2/OpenID Connect with Okta/Google Authorization Server and Postman. 3 Java/Angular projects (Optional),Rating: 4.7 out of 5,996 reviews,10 total hours,76 lectures,Intermediate,,"8,059 students",,,,
ArcPy for Python Developers using ArcGIS Pro,"Tim Buchalka's Learn Programming Academy, Graeme Browning",https://www.udemy.com/course/arcpy-for-python-developers/,GIS is hot - take your python skills to new levels and greatly increase your career options.,Rating: 4.4 out of 5,996 reviews,11.5 total hours,78 lectures,All Levels,Bestseller,"5,507 students",,,,
"SwiftUI - Learn How to Build Beautiful, Robust, Apps",Nick Walter,https://www.udemy.com/course/swiftui-course/,Create stunning user interfaces across all Apple platforms with Swift 5,Rating: 4.5 out of 5,996 reviews,4.5 total hours,42 lectures,All Levels,,"5,574 students",,,,
Learn Machine learning & AI (Including Hands-on 3 Projects),EdYoda Digital University,https://www.udemy.com/course/machine-learning-and-ai-with-hands-on-projects/,Get well versed with Machine learning and AI by working on Hands-on Projects.,Rating: 4.0 out of 5,994 reviews,2 total hours,34 lectures,Intermediate,,"247,339 students",,,,
Data Structures and Algorithms In C,Deepali Srivastava,https://www.udemy.com/course/data-structures-and-algorithms-in-c/,Data Structures and Algorithms in C Using C DSA Data Structures Algorithms LeetCode C DSA C Data Structures Algorithms,Rating: 4.2 out of 5,993 reviews,10.5 total hours,151 lectures,All Levels,,"3,980 students",,,,
Regression Analysis / Data Analytics in Regression,Quantitative  Specialists,https://www.udemy.com/course/regression-statistics/,Gain Important and Highly Marketable Skills in Regression Analysis - Tame the Regression Beast Today!,Rating: 4.5 out of 5,993 reviews,2 total hours,17 lectures,All Levels,,"5,466 students",,,,
SQL Server High Availability and Disaster Recovery (HA/DR),Edwin M Sarmiento,https://www.udemy.com/course/sqlserverhadrdeepdive/,Dive deep into how SQL Server works to implement an effective high availability and disaster recovery solution.,Rating: 4.2 out of 5,991 reviews,33.5 total hours,60 lectures,Expert,,"6,883 students",,,,
Salesforce Lightning Framework,Deepika Khanna,https://www.udemy.com/course/salesforce-lightning-framework/,Learn about Salesforce lightning framework through a real-time project.,Rating: 4.3 out of 5,991 reviews,3.5 total hours,24 lectures,Intermediate,,"5,238 students",,,,
Natural Language Processing: NLP With Transformers in Python,James Briggs,https://www.udemy.com/course/nlp-with-transformers/,"Learn next-generation NLP with transformers for sentiment analysis, Q&A, similarity search, NER, and more",Rating: 4.4 out of 5,990 reviews,11.5 total hours,104 lectures,All Levels,,"18,443 students",,,,
High Performance Coding with .NET Core and C#,Gergely Kalapos,https://www.udemy.com/course/high-performance-coding-with-net-core-and-csharp/,Learn how to write high performance and scalable .NET Core and ASP.NET Core applications in C#,Rating: 4.3 out of 5,989 reviews,6.5 total hours,38 lectures,Intermediate,,"8,266 students",,,,
"Introduction to AI, Machine Learning and Data Science",Pradeep D,https://www.udemy.com/course/introduction-to-ai-machine-learning-and-data-science/,"Introductory Course for Beginners to AI, Machine Learning, Data Science, Deep Learning, Supervised and Unsupervised ML",Rating: 4.1 out of 5,989 reviews,32 total mins,15 lectures,Beginner,,"28,916 students",,,,
REST Assured Fundamentals,James Willett,https://www.udemy.com/course/rest-assured-fundamentals/,Quickly learn the fundamentals of REST Assured to add API Automation Testing to your Java code,Rating: 4.5 out of 5,989 reviews,3.5 total hours,46 lectures,Intermediate,,"9,286 students",,,,
"ROS2 For Beginners (ROS Foxy, Humble - 2022)",Edouard Renard,https://www.udemy.com/course/ros2-for-beginners/,Master ROS2 basics and Become a Robot Operating System Developer - Step By Step,Rating: 4.7 out of 5,988 reviews,12 total hours,105 lectures,Beginner,Bestseller,"4,773 students",,,,
"SQL - The Complete Developer's Guide (MySQL, PostgreSQL)","Academind by Maximilian Schwarzmüller, Maximilian Schwarzmüller, Manuel Lorenz",https://www.udemy.com/course/sql-the-complete-developers-guide-mysql-postgresql/,"From data definition to manipulation (CRUD, relations, JOIN): Learn SQL for MySQL, Postgresql & more from the ground up!",Rating: 4.7 out of 5,985 reviews,19.5 total hours,220 lectures,All Levels,,"9,197 students",,,,
Python : Comprehensive Bootcamp  (Beginner To Professional),Bluelime Learning Solutions,https://www.udemy.com/course/python-comprehensive-bootcamp-beginner-to-professional/,Learn Python from scratch to confidently building applications.,Rating: 4.3 out of 5,984 reviews,36 total hours,338 lectures,Beginner,,"47,858 students",,,,
Train YOLO for Object Detection with Custom Data,Valentyn Sichkar,https://www.udemy.com/course/training-yolo-v3-for-objects-detection-with-custom-data/,"Build your own detector by labelling, training and testing on image, video and in real time with camera: YOLO v3 and v4",Rating: 4.6 out of 5,984 reviews,7 total hours,58 lectures,Intermediate,Bestseller,"4,971 students",,,,
How to design & develop REST microservices in Golang (Go),Federico León,https://www.udemy.com/course/golang-how-to-design-and-build-rest-microservices-in-go/,"All you need to integrate SQL & NoSQL databases, search engines and all the tools that you need in your REST API.",Rating: 4.4 out of 5,984 reviews,20.5 total hours,48 lectures,All Levels,,"9,362 students",,,,
CS101 Bootcamp: Introduction to Computer Science & Software,Samuel Spencer,https://www.udemy.com/course/cs101-introduction-to-computer-science/,A Computer Science & software programming / coding bootcamp for absolute beginners. No coding background necessary.,Rating: 4.1 out of 5,982 reviews,2.5 total hours,13 lectures,Beginner,,"6,691 students",,,,
Data Structures and Algorithms In C#,Deepali Srivastava,https://www.udemy.com/course/data-structures-and-algorithms-in-csharp/,Data Structures and Algorithms in C# Using DSA C# Data Structures Algorithms DSA Leetcode C# Data Structures Algorithms,Rating: 3.9 out of 5,982 reviews,10.5 total hours,149 lectures,All Levels,,"4,877 students",,,,
Learn PHP Programming From Scratch,Stone River eLearning,https://www.udemy.com/course/learn-php-programming-from-scratch/,Over 50 hours of PHP programming goodness.,Rating: 4.8 out of 5,981 reviews,51.5 total hours,378 lectures,All Levels,,"30,211 students",,,,
SQL Beginner to Guru: MySQL Edition - Master SQL with MySQL,"John Thompson • 433,000+ Enrollments Worldwide, Spring Ahead Code Academy",https://www.udemy.com/course/sql-beginner-to-guru-mysql-edition/,SQL skills are in demand. Learn to master SQL using MySQL. Become a SQL Guru today!,Rating: 4.4 out of 5,981 reviews,11.5 total hours,168 lectures,All Levels,,"19,593 students",,,,
The Complete Kotlin Developer Course,"Codestars • over 2 million students worldwide!, Nick Walter, Rob Percival",https://www.udemy.com/course/the-complete-kotlin-developer-course-java/,Use Kotlin instead of Java. Kotlin is a new language that makes programming for Android or Javascript a dream.,Rating: 4.6 out of 5,979 reviews,12.5 total hours,68 lectures,Beginner,,"6,621 students",,,,
[2022] Machine Learning and Deep Learning Bootcamp in Python,Holczer Balazs,https://www.udemy.com/course/introduction-to-machine-learning-in-python/,"Machine Learning, Neural Networks, Computer Vision, Deep Learning and Reinforcement Learning in Keras and TensorFlow",Rating: 4.4 out of 5,978 reviews,32.5 total hours,340 lectures,All Levels,,"10,616 students",,,,
Easy C# by Windows Forms Practical Projects Beginners to Pro,Musavi Abdullah,https://www.udemy.com/course/c-for-beginners-to-advance-via-projects-1/,"C#.Net Programming Basics by C# Windows Forms, PostgreSQL,MySQL ,SQL in C#,WPF,LINQ,Excel to SQL,Barcode,Crystal Reports",Rating: 4.4 out of 5,978 reviews,183.5 total hours,713 lectures,All Levels,Bestseller,"25,505 students",,,,
Talend Data Integration Course : Beginner to Expert,Kapil Chaitanya Kasarapu,https://www.udemy.com/course/talend-data-integration-course-beginner-to-expert/,Complete Guide to Learn Talend For Data Integration,Rating: 4.1 out of 5,976 reviews,15 total hours,270 lectures,All Levels,,"6,204 students",,,,
Kotlin Android Development Masterclass,Fahd Sheraz,https://www.udemy.com/course/kotlin-android-developer-masterclass/,"Learn Kotlin, Android Development, Android Studio & IntelliJ IDEA from Scratch. Build Android Apps in Kotlin.",Rating: 4.5 out of 5,976 reviews,32.5 total hours,221 lectures,All Levels,,"8,040 students",,,,
UML Class Diagrams for Programmers,Riaan Nel,https://www.udemy.com/course/uml-class-diagrams-for-programmers/,Learn how to use UML Class Diagrams as a valuable communication and software architecture tool with practical guidance.,Rating: 4.0 out of 5,974 reviews,1.5 total hours,21 lectures,All Levels,,"5,708 students",,,,
"Learn By Example: Hadoop, MapReduce for Big Data problems",Loony Corn,https://www.udemy.com/course/learn-by-example-hadoop-mapreduce/,"A hands-on workout in Hadoop, MapReduce and the art of thinking ""parallel""",Rating: 4.3 out of 5,972 reviews,13.5 total hours,73 lectures,All Levels,,"8,681 students",,,,
Projects in PHP and MySQL,"Eduonix Learning Solutions, Eduonix-Tech .",https://www.udemy.com/course/the-complete-web-development-course-learn-by-building-apps/,Master PHP-MySQL by Building 10 Projects,Rating: 4.2 out of 5,972 reviews,20 total hours,78 lectures,All Levels,,"12,415 students",,,,
Complete C# Unity Developer: Create Games and Learn to Code,"Denis Panjuta, Tutorials.eu by Denis Panjuta",https://www.udemy.com/course/unity-developer-course/,"Game development & design taught by using Unity. Learn C# and build your first games for web, mobile and desktop.",Rating: 4.9 out of 5,971 reviews,22.5 total hours,159 lectures,All Levels,,"5,837 students",,,,
Android Jetpack Compose: The Comprehensive Bootcamp [2022],"Paulo Dichone | Software Engineer, AWS Cloud Practitioner & Instructor",https://www.udemy.com/course/kotling-android-jetpack-compose-/,"Kotlin Android App Development: Firebase Firestore, Hilt & Dagger, ROOM DB, ViewModel, Navigation & Clean Architecture",Rating: 4.7 out of 5,970 reviews,37 total hours,285 lectures,All Levels,Bestseller,"7,105 students",,,,
Want to be a Big Data Scientist?,"V2 Maestros, LLC",https://www.udemy.com/course/what-to-be-a-big-data-scientist/,"Should you pursue a career in Data Science? Data Science basics, process, team, roles, skills, transition, opportunities",Rating: 4.7 out of 5,969 reviews,1.5 total hours,13 lectures,Beginner,,"12,535 students",,,,
Git & Github Master Course(2022),"Mohit Uniyal, Coding Minutes",https://www.udemy.com/course/git-github-master-course/,"Master the most essential tools for software development, everything about Git, Github & Version Control.",Rating: 4.6 out of 5,969 reviews,11 total hours,98 lectures,All Levels,,"10,197 students",,,,
"Git & GitHub with Eclipse, Android studio & IntelliJ",Bibhash Roy,https://www.udemy.com/course/git-bootcamp-with-github-learn-step-by-step/,"Git and Github Bootcamp & Integration with popular development tools - Eclipse, Android studio & IntelliJ",Rating: 4.7 out of 5,968 reviews,8 total hours,62 lectures,All Levels,,"7,857 students",,,,
Spring Boot For Beginners,Nelson Jamal,https://www.udemy.com/course/spring-boot-essentials/,Build enterprise applications faster,Rating: 4.7 out of 5,967 reviews,1.5 total hours,20 lectures,All Levels,,"6,975 students",,,,
The 7 Day Android App Bootcamp - Android Pie and Kotlin,Nick Walter,https://www.udemy.com/course/android-apps/,"Go from beginner to creating 3 Android Pie apps using Kotlin, Java and Android Studio. Your app in the Google Play Store",Rating: 4.6 out of 5,967 reviews,6 total hours,47 lectures,Beginner,,"4,957 students",,,,
